,id,budget,cost,start_time,end_time
387,322,8.0,1.305198628197676,1724629432.3375318,1724629473.5016105
388,324,8.0,1.3029052705134985,1724629473.52058,1724629516.6471014
389,325,8.0,,1724629516.658015,1724629616.8193648
390,326,2.6666666666666665,1.3195625704068403,1724629616.861377,1724629650.8727136
391,327,2.6666666666666665,1.355819163414148,1724629650.883714,1724629657.3517714
392,328,2.6666666666666665,1.314873642891458,1724629657.3625202,1724629679.8542535
393,328,8.0,1.314873642891458,1724629679.8656178,1724629717.3643043
394,329,8.0,1.3224923877339614,1724629718.5250528,1724629738.2234952
395,330,8.0,1.3176696590888195,1724629738.2343798,1724629773.446487
396,331,2.6666666666666665,1.360450955131386,1724629773.469429,1724629799.7398524
397,332,2.6666666666666665,1.3012601401446,1724629799.7507982,1724629816.2175598
398,333,2.6666666666666665,1.320465577718539,1724629816.2286544,1724629839.9107158
399,332,8.0,1.2939238430194135,1724629839.9222195,1724629866.9389896
400,334,8.0,1.3085505563133168,1724629866.958573,1724629906.6674297
401,335,8.0,1.3265216664264077,1724629906.6786935,1724629929.2498543
402,336,2.6666666666666665,1.3111992044539391,1724629930.3752356,1724629939.4101343
403,337,2.6666666666666665,1.320934317050836,1724629939.421594,1724629944.8521218
404,338,2.6666666666666665,1.3848226180202083,1724629944.863424,1724629988.4516
405,336,8.0,1.3111992044539391,1724629988.4628944,1724630002.864504
406,339,8.0,1.3061690137446302,1724630002.8843522,1724630033.768575
407,340,8.0,1.3290412802445262,1724630033.7798767,1724630041.107241
408,341,2.6666666666666665,1.328850051531425,1724630041.130526,1724630056.8465142
409,342,2.6666666666666665,1.3206014727291309,1724630056.8577347,1724630088.487597
410,343,2.6666666666666665,1.30219638121279,1724630088.499208,1724630096.8054566
411,343,8.0,1.30219638121279,1724630096.816794,1724630110.645063
412,344,8.0,1.3454442933986062,1724630111.7532406,1724630124.4981344
413,345,8.0,1.3184482636331003,1724630124.5097558,1724630141.9852293
414,346,2.6666666666666665,1.3133762349497597,1724630142.010145,1724630164.3522143
415,347,2.6666666666666665,1.2966256587760254,1724630164.3637881,1724630180.8363261
416,348,2.6666666666666665,1.3243408462940118,1724630180.8476572,1724630189.5798573
